listing_id,artist,title,label,catalog_number,year,format,format_details,media_condition,sleeve_condition,price,status,ships_from,comments
3747978418,Lulu,Boom Bang-A-Bang,Columbia,DB 8550,1969,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 3.31,For Sale,United Kingdom,MINT ! FROM A COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. NM COMPANY SLEEVE.
3747978352,Louis Armstrong & His All-Stars*,Ambassador Satch,Hallmark Records,SHM 751,1971,"LP, Album, Mixed, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.36,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747978316,Los Javaloyas,No Tiene Edad / La Buenaventura / Cala D'Or / El Porompompero,La Voz De Su Amo,7EPL 14.068,1964,"7"", EP",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 0.89,For Sale,United Kingdom,
3747978415,Luis Alberto Del Parana Y Su Trio Los Paraguayos* Avec Digno Garcia,Fiesta Paraguaya,Philips,P 08.407 L,0,"LP, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.67,For Sale,United Kingdom,VG++ VINYL
3747978409,Luis Alberto Del Parana Y Los Paraguayos,Los Paraguayos Extraordinaire,Philips,6850 005,0,"LP, RE",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.59,For Sale,United Kingdom,
3747978412,Trio Los Paraguayos And Luis Alberto Del Parana*,The Best Of Los Paraguayos,"Fontana, Fontana","SFL13101, 840 272 BY",1969,"LP, Comp, RE",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.45,For Sale,United Kingdom,NM- VINYL. 2 FAINT MARKS ONLY. SLEEVE LIKE NEW !!!
3747978382,Lovelace Watkins,Recorded Live At The Talk Of The Town,"York Records, York Records","LYK 901, LYK 902",1971,"2xLP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 6.08,For Sale,United Kingdom,TOP OPENING SLEEVE. BEST ON DISCOGS.
3747978373,Lovelace Watkins,Love Makes The World Go Round,York Records,FYK 404,1972,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.6,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER !
3747978346,Loudon Wainwright III,T Shirt,"Arista, Arista","ARTY 127, ARTY 127*",1976,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 3.23,For Sale,United Kingdom,NM- VINYL. EX+ INNER. GREAT COPY !
3747978337,Lou Busch And His Orchestra*,Zambezi / Rainbow's End ,Capitol Records,45-CL 14504,1956,"7""",,Very Good Plus (VG+),Generic,GBP 2.0,For Sale,United Kingdom,PLAYS GREAT - CLEAN LABELS - PLAIN SLEEVE
3747978361,Louise Cordet,I'm Just A Baby,Decca,45-F 11476,1962,"7""",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,CLEAN LABELS - COMPANY SLEEVE. 
3747978379,Lovelace Watkins,Now You're Gone,York Records,SYK 504,1971,"7""",,Very Good Plus (VG+),Generic,GBP 3.17,For Sale,United Kingdom,ORIGINAL EX+ COMPANY SLEEVE AND RARE COLOUR PROMOTIONAL PHOTO POSTCARD.
3747978355,Louis Armstrong Orchestra & Chorus / Louis Armstrong & His All Stars*,What A Wonderful World / Cabaret,His Master's Voice,POP 1615,1967,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 3.76,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747978376,Lovelace Watkins,My Love Forgive Me,York Records,YR 213,1974,"7"", Single",,Near Mint (NM or M-),Generic,GBP 3.77,For Sale,United Kingdom,LOOKS UNPLAYED ! YORK SLEEVE HAS SOME BOTTOM EDGE STAINING/.
3747978340,Lou Johnson,Frisco Here I Come / Who Am I,Volt,VOA-4055,1971,"7"", Promo",,Near Mint (NM or M-),Generic,GBP 7.02,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB ! FROM A FANTASTIC NORTHERN COLLECTION WE ARE LISTING THIS AUTUMN 2024 (250 SINGLES).
3747978334,Lotus Omega,The Lighthouse,TIP Records,TIP 027,1997,"12"", Promo, W/Lbl",,Very Good Plus (VG+),Generic,GBP 8.59,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY.  
3747978370,Love Unlimited,Walkin' In The Rain With The One I Love,UNI Records,55319,1972,"7"", Single",,Near Mint (NM or M-),Generic,GBP 7.54,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN DRILLED LABELS. PLAIN SLEEVE. ONLY UK SELLERS.
3747978358,Louise Cordet,I'm Just A Baby,Decca,45-F 11476,1962,"7""",,Very Good (VG),Generic,GBP 0.59,For Sale,United Kingdom,VISUALLY VG - BUT PLAYS GREAT - CLEAN LABELS - COMPANY SLEEVE. 
3747978403,Luigi*,"Marie / Parce Que C'est Tout Droit / Pitié  / Un Jour Bleu, Un Jour Gris ",Palette,INT. 18150,1968,"7"", EP",,Very Good (VG),No Cover,GBP 1.9,For Sale,United Kingdom,RARE - ONLY COPY ON DISCOGS.  CLEAN LABELS &amp; PLAIN SLEEVE. 
3747978391,The Lower Mess-Deck Chorale Ensemble,Up The Foc'sle,Summit (3),ATL 4219,1966,"LP, Mono",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.15,For Sale,United Kingdom,
3747978319,Los Lobos,"Come On, Let's Go","London Records, London American Recordings, London Records, London American Recordings","LASH 14, (886 196-7)",1987,"7"", Single",,Near Mint (NM or M-),No Cover,GBP 1.5,For Sale,United Kingdom,UPGRADE A TIRED COPY.
3747978367,The Love Affair,Rainbow Valley,CBS,3366,1968,"7"", Single, 4-P",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 6.35,For Sale,United Kingdom,SIDE ONE IS NM- SIDE TWO IS NM. WOL. WOS.
3747978322,Los Lobos,La Bamba,"London Records, London American Recordings, Slash",LASH 13,1987,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.13,For Sale,United Kingdom,THE SLEEVE HAS A SMALL ROUND STICKER WITH NUMBER WRITTEN ON IT IN THE TOP RIGHT CORNER.
3747978343,Loudon Wainwright III,Loudon Wainwright III,"Atlantic, Atlantic","K40107, K 40107",0,"LP, Album, RE",,Very Good Plus (VG+),Very Good (VG),GBP 4.04,For Sale,United Kingdom,THE SLEEVE IS UNCREASED BUT HAS DISCOLOURED. 
3747978397,Luciano Pavarotti,Volare,Decca,421 052-1 DH,1987,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.31,For Sale,United Kingdom,LOOKS UNPLAYED !
3747978328,Los Muecas,La Fuente Y Los Nardos,Caytronics,CYS 1451,1975,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.36,For Sale,United Kingdom,A LOVELY EXAMPLE. BEST ON DISCOGS.
3747978349,Louis Armstrong,A Legendary Performer,RCA,PL 12659,1978,"LP, Comp, RE, Tra",,Near Mint (NM or M-),No Cover,GBP 2.27,For Sale,United Kingdom,UPGRADE A TIRED COPY.
3747978406,Trio Los Paraguayos*,Accent On Harp,Philips,430 041 PE,1963,"7"", Mono",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 0.58,For Sale,United Kingdom,
3747978508,Madonna,Like A Virgin / Stay,"Sire, Sire, Sire","W9210, 929210-7, W 9210",1984,"7"", Single, Pap",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.19,For Sale,United Kingdom,
3747978448,Lynn Anderson,Rose Garden,CBS,5360,1971,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,CLEAN LABELS - PLAIN SLEEVE
3747978451,M (2),Pop Muzik,MCA Records,MCA 413,1979,"7"", Single, Com",,Very Good Plus (VG+),Generic,GBP 0.72,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747978517,Madonna,Open Your Heart (Remix),"Sire, Sire","W 8480, 928480-7",1986,"7"", Sil",,Near Mint (NM or M-),Very Good (VG),GBP 0.72,For Sale,United Kingdom,NON REMOVABLE STICKER  ON THE FRONT SLEEVE.
3747978442,Lyn Paul,Sail The Summer Winds,Polydor,2058 472,1974,"7""",,Near Mint (NM or M-),Generic,GBP 1.65,For Sale,United Kingdom,FROM A FANTASTIC COLLECTION OF UNPLAYED/BARELY PLAYED 70'S SINGLES WERE ARE LISTING.  CLEAN LABELS. EX+ COMPANY/BIRTH SLEEVE. 
3747978430,Lulu,The Most Of Lulu,Music For Pleasure,MFP 5215,1971,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.45,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747978445,Lynn Anderson,Rose Garden,CBS,BA 461326,1970,"7"", Single",,Very Good (VG),Generic,GBP 0.58,For Sale,United Kingdom,RARE NZ ISSUE
3747978523,Madonna,Papa Don't Preach,"Sire, Sire, Sire","W8636, W 8636, 928 636-7",1986,"7"", Single, Pap",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.5,For Sale,United Kingdom,THE SLEEVE HAS A SMALL ROUND STICKER WITH NUMBER WRITTEN ON IT IN THE TOP RIGHT CORNER. VG++ SLEEVE.
